title,description,url,folder,tags,created,cover,highlights
How to write YAML files for Kubernetes | Eskala,YAML,"https://eskala.io/tutorial/how-to-write-yaml-files-for-kubernetes/#:~:text=To%20create%20a%20Kubernetes%20pod%20with%20YAML%2C%20you%20first%20create,the%20containers%20within%20the%20pod.",Kubernetes,"YAML, Kubernetes, Cluster",2022-04-21T15:59:12.643Z,https://eskala.io/wp-content/uploads/2020/07/how-to-write-yaml-files-for-kubernetes-1.png,
Intro to YAML: Kubernetes Deployment Examples & Templates,YAML,https://www.mirantis.com/blog/introduction-to-yaml-creating-a-kubernetes-deployment/,Kubernetes,"Kubernetes, YAML",2022-04-21T09:40:26.840Z,https://www.mirantis.com/wp-content/uploads/2021/09/k8s-logo-ft-blog-image.png,
minikube start | minikube,Minikube,https://minikube.sigs.k8s.io/docs/start/,Kubernetes,"Cluster, Kubernetes",2022-04-21T03:29:34.757Z,,
What is a Kubernetes deployment?,Red hat,"https://www.redhat.com/en/topics/containers/what-is-kubernetes-deployment#:~:text=A%20Kubernetes%20deployment%20is%20a,which%20they%20should%20be%20updated.",Kubernetes,"Red hat, Cluster",2022-04-20T17:08:57.724Z,https://www.redhat.com/profiles/rh/themes/redhatdotcom/img/red-hat-social-share.jpg,
Install Tools | Kubernetes,Kubernetes,https://kubernetes.io/docs/tasks/tools/,Kubernetes,"Cluster, Kubernetes",2022-04-20T16:18:46.688Z,https://kubernetes.io/images/favicon.png,
Explore Lean Thinking and Practice - Lean Enterprise Institute,Lean,https://www.lean.org/explore-lean/,Lean,Lean,2022-12-12T07:05:38.987Z,,
SAFe 5 for Lean Enterprises,Learn about the seven core competencies that make up the SAFE 5.0 Framework.,https://www.scaledagileframework.com/,Lean,"Lean, SAFe",2022-01-22T15:50:11.866Z,https://www.scaledagileframework.com/wp-content/uploads/2019/12/social-image-50.jpg,
WHAT IS LEAN? - Planet Lean,"Lean is about creating the most value for the customer while minimizing resources, time, energy and effort. Learn more about lean methodology and principles",https://planet-lean.com/what-is-lean/,Lean,Lean,2022-01-24T17:25:14.206Z,,
25 Free Books to Learn Linux [Download PDF for Free],Linux,https://itsfoss.com/learn-linux-for-free/,Linux,"Linux, O/S, commands",2022-08-10T08:31:13.357Z,https://itsfoss.com/wp-content/uploads/2017/02/free-ebooks-linux.png,
100 Essential Linux Commands for Every User,Linux,https://linuxhint.com/100_essential_linux_commands/,Linux,"Linux, commands",2022-04-22T04:42:51.782Z,https://linuxhint.com/wp-content/uploads/2019/07/100-Essential-Linux-Commands-for-Every-User-1.png,
PRoot - Termux Wiki,Linux in Android,"https://wiki.termux.com/wiki/PRoot#:~:text=PRoot%20is%20a%20user%2Dspace,mount%20%2D%2Dbind%2C%20and%20binfmt_misc.",Linux,"O/S, Linux",2022-03-09T11:42:31.075Z,,
How to Remove Files and Directories Using Linux Command Line | Linuxize,Linux,https://linuxize.com/post/how-to-remove-files-and-directories-using-linux-command-line/,Linux,Linux,2022-03-09T08:11:41.158Z,,
The Linux command line for beginners | Ubuntu,Ubuntu,https://ubuntu.com/tutorials/command-line-for-beginners#3-opening-a-terminal,Linux,O/S,2022-03-08T05:11:25.838Z,https://assets.ubuntu.com/v1/ebdfffbf-Aubergine_suru_background.png,
Bash - GNU Project - Free Software Foundation,BASH,https://www.gnu.org/software/bash/,Linux,"Linux, O/S",2022-03-07T18:12:03.091Z,,
Andronix App,Andronix,https://andronix.app/,Linux,Linux,2022-03-07T07:47:50.567Z,https://andronix.app/Link%20to%20image%20in%20static%20folder,
VI Editor with Commands in Linux/Unix Tutorial,Vi editor,https://www.guru99.com/the-vi-editor.html#2,Linux,Linux,2022-03-07T07:44:42.458Z,https://www.guru99.com/images/The_vi_editor(2).jpg,
Linux From Scratch,Linux,https://www.linuxfromscratch.org/lfs/view/stable/index.html,Linux,"O/S, Linux",2022-01-22T12:45:57.297Z,,
What is Low-Code Development? | Mendix,Low code development,https://www.mendix.com/low-code-guide/,Low Code Platform.,"Low code Platform, Technology",2022-11-07T11:17:29.935Z,https://www.mendix.com/wp-content/uploads/low-code-guide-social.png,
"Appian: Low-Code Platform for Workflow, Automation & Process Mining",Low Code,https://appian.com/,Low Code Platform.,Low code Platform,2022-11-07T11:08:28.430Z,https://appian.com/content/dam/appian-aem/appian-logo-meta-image.png,
TensorFlow Lite | ML for Mobile and Edge Devices,TensorFlow Lite,https://www.tensorflow.org/lite,Machine Learning,Machine Learning,2022-08-31T07:29:37.719Z,https://www.tensorflow.org/site-assets/images/project-logos/tensorflow-lite-logo-social.png,
Home - mediapipe,Mediapipe,"https://google.github.io/mediapipe/#:~:text=MediaPipe%20offers%20cross%2Dplatform%2C%20customizable,desktop/cloud%2C%20web%20and%20IoT",Machine Learning,Machine Learning,2022-08-31T07:24:23.681Z,,
Web Machine Learning | Making Machine Learning a first-class web citizen,Web NN,https://webmachinelearning.github.io/webnn-getstarted.html,Machine Learning,Machine Learning,2022-08-31T07:15:40.781Z,,
Get Started - Jovian,Machine learning,https://jovian.ai/,Machine Learning,ML,2022-06-14T07:30:53.539Z,https://uploads-ssl.webflow.com/5f853acc1d8f7c5cbc3cda0d/6101a4de2fcd64470eff3bd9_promo.png,
Decision Tree Nodes - IBM Documentation,Spss,https://www.ibm.com/docs/en/spss-modeler/SaaS?topic=trees-decision-tree-nodes,Machine Learning,Machine Learning,2022-06-13T16:53:29.540Z,,
Machine Learning Tutorials - Statology,Machine Learning,https://www.statology.org/machine-learning-tutorials/,Machine Learning,"Machine Learning, Developer, Python, Statistics",2022-06-09T06:15:19.313Z,,
What Is Matplotlib Inline In Python - Python Guides,Python Guides,https://pythonguides.com/what-is-matplotlib-inline/,Machine Learning,"Data, Machine Learning, Python",2022-06-09T06:10:33.789Z,https://i.ytimg.com/vi/7PU_N0ZS86U/maxresdefault.jpg,
Examples — Matplotlib 3.5.2 documentation,Matlib,https://matplotlib.org/stable/gallery/index.html,Machine Learning,"Python, Machine Learning, Statistics",2022-06-02T12:50:20.118Z,,
8 Best Streamlit Machine Learning Web App Examples in 2022,Streamlit app,https://omdena.com/blog/streamlit-web-app-examples/,Machine Learning,"Machine Learning, Python, libraries",2022-06-03T04:22:42.477Z,https://omdena.com/wp-content/uploads/2022/05/Streamlit-web-apps-examples-2022.jpg,
Which of these is a classification problem? | Python,ML,https://m.datacamp.com/courses/supervised-learning-with-scikit-learn/classification?ex=2,Machine Learning,"Data, Machine Learning",2022-05-15T13:04:21.625Z,,
PyTorch,Machine learning,https://pytorch.org/,Machine Learning,"libraries, Machine Learning, Python",2022-02-24T08:43:57.061Z,https://pytorch.org/assets/images/pytorch-logo.png,
Gradient Descent — ML Glossary documentation,ML,https://ml-cheatsheet.readthedocs.io/en/latest/gradient_descent.html,Machine Learning,"Machine Learning, Statistics, AI, Documentation",2022-04-05T10:11:38.856Z,,
Sentiment Analysis Guide,Sentiment analysis,https://monkeylearn.com/sentiment-analysis/,Machine Learning,"Statistics, Machine Learning",2022-03-16T07:23:18.895Z,https://monkeylearn.com/static/acfade870fce6bc293f0e9d821f9d191/sentiment_pillar_social.png,
What are Feature Variables in Machine Learning | DataRobot AI Wiki,Machine Learning,https://www.datarobot.com/wiki/feature/,Machine Learning,"Statistics, Machine Learning",2022-03-16T06:28:26.265Z,https://www.datarobot.com/wp-content/uploads/2018/03/Screen-Shot-2018-03-22-at-8.29.31-AM.png,
Beginner&#039;s Guide to Social Media Marketing,Magazines,https://entm.ag/yog1,Magazines,"Innovation, References",2023-02-19T02:00:15.979Z,https://assets.entrepreneur.com/content/3x2/2000/1597262122-GettyImages-977559874.jpg,
Business Software Reviews from Software Advice®,Software Advise,https://www.softwareadvice.com/in/,Magazines,"Architecture, Application, Web Development MDN, IT, Magazines",2022-11-30T20:08:58.548Z,,
strategy+business: international business strategy news articles and award-winning analysis,Strategy,https://www.strategy-business.com/,Magazines,"References, IT, Magazine, Magazines",2022-11-25T17:59:26.318Z,,
CIOReview: The Enterprise Technology Magazine,CIO,https://www.cioreview.com/,Magazines,"web, Magazines",2022-11-18T13:53:17.416Z,https://www.cioreview.com/images/cioreview_og_image.png,
Technology News For IT Channel Partners and Solution Providers | CRN | CRN,ICT,https://www.crn.com/,Magazines,IT,2022-10-18T11:16:08.941Z,https://www.crn.com/img/CRN_stacked_1000x600.jpg,
"History, Travel, Arts, Science, People, Places Smithsonian Magazine",Smithsonian,https://www.smithsonianmag.com/,Magazines,"Magazines, News",2022-09-13T10:34:29.725Z,,
Understanding JavaScript Bind () — Smashing Magazine,UI,https://www.smashingmagazine.com/2014/01/understanding-javascript-function-prototype-bind/,Magazines,"Magazines, References",2022-08-07T07:39:21.065Z,,
Software Engineering Daily,Software,https://softwareengineeringdaily.com/,Magazines,Magazine,2022-07-15T17:41:50.268Z,https://softwareengineeringdaily.com/wp-content/uploads/2015/08/sed_logo_updated.png,
"WebContainers, Running Node.JS in the Browser",InfoQ,https://www.infoq.com/news/2021/07/webcontainers-nodejs/,Magazines,"Roadmap, Magazines, References, Resources",2022-07-04T17:40:41.986Z,https://cdn.infoq.com/statics_s2_20220629120004/styles/static/images/logo/logo-big.jpg,
Global management consulting | McKinsey & Company,Mckinsey,https://www.mckinsey.com/,Magazines,Magazine,2022-06-21T15:36:48.836Z,https://www.mckinsey.com/~/media/images/global/seoimageplaceholder.jpg,
"The Latest Technology Product Reviews, News, Tips, and Deals | PCMag",Magazines,https://www.pcmag.com/,Magazines,Magazine,2022-06-21T15:29:21.790Z,https://www.pcmag.com/images/pcmag-social-share.jpg,
"WIRED - The Latest in Technology, Science, Culture and Business | WIRED",Magazines,https://www.wired.com/,Magazines,Magazine,2022-06-21T15:24:34.638Z,"https://media.wired.com/photos/615e2b8ce78a8cd913bbaa76/16:9/w_1280,c_limit/wired_bug.jpg",
"IT news, careers, business technology, reviews | Computerworld",Computer World,https://www.computerworld.com/,Magazines,Magazine,2022-06-21T15:21:45.539Z,https://idge.staticworld.net/ctw/computerworld-logo300x300.png,
Cio,Magazine,https://www.cio.com/in,Magazines,"Magazine, References",2022-06-21T15:17:36.591Z,,
"Technology News, Analysis, Comments and Product Reviews for IT Professionals | ZDNet",Magazine,https://www.zdnet.com/,Magazines,"Resources, Magazines, News",2022-06-15T04:14:25.634Z,https://www.zdnet.com/a/fly/bundles/zdnetcore/images/logos/zdnet-logo-large.png,
TechCrunch – Startup and Technology News,"TechCrunch - Reporting on the business of technology, startups, venture capital funding, and Silicon Valley",https://techcrunch.com/,Magazines,News,2022-02-01T13:21:13.490Z,https://techcrunch.com/wp-content/themes/techcrunch-2017/images/opengraph-default.png,
TNW | The heart of tech,"We inform, inspire, and connect people who love tech",https://thenextweb.com/,Magazines,News,2022-02-01T13:35:55.552Z,https://s3.amazonaws.com/events.tnw/hardfork-2018/uploads/social/tnw_191007_110526.png,
Forbes,"Forbes is a global media company, focusing on business, investing, technology, entrepreneurship, leadership, and lifestyle.",http://www.forbes.com,Magazines,Forbes Business News,2022-02-01T13:50:37.511Z,https://imageio.forbes.com/i-forbesimg/media/assets/forbes_1200x1200.jpg?format=jpg&fit=bounds,
An Introduction To Object Oriented CSS (OOCSS) — Smashing Magazine,Magazines,https://www.smashingmagazine.com/2011/12/an-introduction-to-object-oriented-css-oocss/,Magazines,Magazines,2022-04-12T16:46:25.639Z,,
Technology News for IT Professionals & Technology Buyers | eWeek,eWeek,https://www.eweek.com/,Magazines,Magazines,2022-05-04T17:01:46.793Z,,
PCWorld,PC World,https://www.pcworld.com/,Magazines,Magazines,2022-05-04T16:56:06.512Z,,
The Smashing Email Newsletter — Smashing Magazine,Smashing magazine,https://www.smashingmagazine.com/the-smashing-newsletter/,Magazines,Magazines,2022-04-10T19:36:55.805Z,,
"InformationWeek, serving the information needs of the Business Technology Community",Information Week,https://www.informationweek.com/,Magazines,Magazines,2022-04-05T13:44:18.224Z,https://beta.informationweek.com/images/og-image.jpg,
PC World,PC World,https://www.pcworld.com/best-picks,Magazines,Magazines,2022-04-05T09:25:53.414Z,,
"PCMag.com - Technology Product Reviews, News, Prices & Tips",Magazine,https://in.pcmag.com/,Magazines,Magazines,2022-04-03T09:08:35.727Z,https://in.pcmag.com/s/pcmag/social_logo.png,
Introduction to Microeconomics – Principles of Microeconomics,Micro economics,https://pressbooks.bccampus.ca/uvicecon103/chapter/introduction/,Management,References,2023-03-09T10:46:12.997Z,,
Blake and Moutons Managerial Grid,Tools,https://managementstudyguide.com/blake-mouton-managerial-grid.htm,Management,Business Tools and techniques,2023-02-13T09:07:52.155Z,,
Want to Generate Greater Returns? | Use the BCG Advantage Matrix | Explained with Examples | Business Strategy Hub,BCG,https://bstrategyhub.com/want-to-generate-greater-returns-use-the-bcg-advantage-matrix-explained-with-examples-2/,Management,"Management, Product",2023-02-03T10:46:32.218Z,https://bstrategyhub.com/wp-content/uploads/2018/05/matrix-1027571_1920.jpg,
CEOpedia | Management online,Management,https://ceopedia.org/index.php/Main_Page,Management,Management,2023-02-03T08:30:44.459Z,https://ceopedia.org/index.php/wiki.png,
Gestalt principles - Scholarpedia,scholarpedia.org,http://www.scholarpedia.org/article/Gestalt_principles,Management,"References, Concepts",2023-01-25T15:07:25.343Z,,
Floor Marking is a Necessary Measure in the 5S and Lean Manufacturing Philosophies.,5S,https://www.5stoday.com/floor-marking/,Management,"seiri (sort), seiton (set in order), seiso (shine, seiketsu (standardize), and shitsuke (sustain)",2023-01-22T06:57:59.780Z,,
5SToday.com | 5S Training Solutions and Products,5S,https://www.5stoday.com/,Management,5S,2023-01-22T06:58:13.833Z,https://www.5stoday.com/content/images/sharing/5s-today-main.jpg,
Lean Prioritization Matrix Template | Metro Retro,Tools,https://metroretro.io/templates/lean-prioritization-matrix,Management,Business Tools and techniques,2023-01-21T07:44:03.477Z,https://uploads-ssl.webflow.com/5ef3109807a3938491cecdfd/601577c349f481f32db6a67b_screencapture-metroretro-io-board-LBDDCDVSO7NU-2021-01-30-14_32_28%20(1).png,
Gantt Chart: The Ultimate Guide (with Examples) - ProjectManager,Project management,https://www.projectmanager.com/guides/gantt-chart,Management,PM,2023-01-19T18:27:04.359Z,https://www.projectmanager.com/wp-content/uploads/2018/09/Gantt-Chart.jpeg,
"What Is Environmental, Social, and Governance (ESG) Investing?",Environmental social governance,https://www.investopedia.com/terms/e/environmental-social-and-governance-esg-criteria.asp,Management,"Strategy, Innovation",2023-01-19T17:49:13.795Z,https://www.investopedia.com/thmb/ILZB8hYwyeS4MVpZCbZ_yRcc9pQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ESG-final-fc9c8799d2d34234a895cbab621c21ad.png,
NFX - Library,Network Effects,https://www.nfx.com/post/the-four-types-of-defensibility,Management,"Network, Business Tools and techniques",2023-01-16T09:47:34.855Z,https://content.nfx.com/wp-content/uploads/2021/04/OG-V1.jpg,
Infographic: Data on How the ADKAR Model Drives Change,ADKAR,https://www.prosci.com/blog/new-data-on-using-the-adkar-model,Management,"PM, Change, ADKAR",2023-01-16T09:04:35.300Z,https://www.prosci.com/hubfs/3.images/blog/banners-and-featured/infographic_data-on-how-the-adkar-model-drives-change_banner%20and%20featured_988x428px.png#keepProtocol,
Space Matrix - Strategic Position And Action Evaluation Matrix,Strategy,https://www.businessstudynotes.com/finance/strategic-managment/space-matrix-strategic-position-action-evaluation-matrix/,Management,Business Tools and techniques,2023-01-11T16:46:42.682Z,https://www.businessstudynotes.com/wp-content/uploads/2016/05/SPACE-Matrix.png,
CIO Wiki,CIO,https://cio-wiki.org/wiki/Main_Page,Management,"Business Tools and techniques, Innovation, PM",2023-01-11T13:54:53.364Z,,
"About Prosci | Change Management Research, Training and Solutions",Change Management,https://www.prosci.com/about,Management,Business Tools and techniques,2023-01-11T09:51:00.006Z,,
PWC,PWC,http://www.pwc.com,Management,Business Tools and techniques,2022-12-28T12:55:26.423Z,https://www.pwc.com/gx/en/issues/esg/esg-hero-1600-900.jpg,
Japanese Management Techniques - benefits,Japanese management,https://www.referenceforbusiness.com/encyclopedia/Int-Jun/Japanese-Management-Techniques.html,Management,Business Tools and techniques,2022-12-21T09:55:19.283Z,,
VALS™ | VALS™ Types | Innovators | SBI,Vals,http://www.strategicbusinessinsights.com/vals/ustypes/innovators.shtml,Management,Strategy,2022-12-14T15:48:31.994Z,,
"Values and Lifestyles (VALS) - Explained - The Business Professor, LLC",VALS,https://thebusinessprofessor.com/principles-of-marketing/values-and-lifestyles-vals-explained,Management,Business Tools and techniques,2022-12-14T14:21:16.713Z,,
Product Owner vs Business Analyst vs Scrum Master - Techcanvass,PM,https://businessanalyst.techcanvass.com/product-owner-vs-business-analyst-vs-scrum-master/,Management,project management,2022-12-01T09:45:30.196Z,https://businessanalyst.techcanvass.com/wp-content/uploads/2021/12/4.jpg,
Product Management Software for Jira,Project Management,https://storiesonboard.com/jira-story-mapping.html,Management,project management,2022-12-03T07:41:45.105Z,https://storiesonboard.com/assets/images/ogmain.png,
What Is Options Trading? - NerdWallet,Options,https://www.nerdwallet.com/article/investing/what-is-options-trading,Management,"Options, call, put",2022-12-02T20:31:12.954Z,https://www.nerdwallet.com/assets/blog/wp-content/uploads/2022/05/GettyImages-1384176425-1440x864.jpg,
Sign up for free email newsletters,Strategy,https://www.strategy-business.com/sb-newsletters,Management,"Business News, Business Tools and techniques",2022-11-25T17:58:04.803Z,https://www.strategy-business.com/media/image/sb-t-nl-home-pic-birds.gif,
Starbursting: Use Brainstorming Questions to Evaluate Ideas,Starbusting,https://business.tutsplus.com/tutorials/starbursting-how-to-use-brainstorming-questions-to-evaluate-ideas--cms-26952,Management,"PM, Innovation",2022-11-27T15:51:46.370Z,https://cms-assets.tutsplus.com/uploads/users/23/posts/26952/preview_image/what-is-starbursting-brainstorming-method.jpg,
Home • Rebel's Guide to Project Management,PM,https://rebelsguidetopm.com/,Management,"PM, project management",2022-11-24T06:31:27.181Z,https://rebelsguidetopm.com/wp-content/uploads/2021/12/s2-managing-projects-min.jpg,
Apppm,"Project, Programs management",http://apppm.man.dtu.dk/index.php/Main_Page,Management,"project management, PM, Business Tools and techniques",2022-11-23T08:24:28.942Z,,
MIT Sloan Management Review,MIT Sloan Management Review,https://sloanreview.mit.edu/,Management,"Business Tools and techniques, PM",2022-11-14T06:45:16.487Z,https://sloanreview.mit.edu/wp-content/themes/smr/img/mit-smr-social-default.png,
Tech jobs are changing. Here are the real skills you'll need to get promoted,The old assumptions about tech and tech jobs are going away. Don't get left behind.,https://www.zdnet.com/article/tech-jobs-are-changing-here-are-the-real-skills-youll-need-to-get-promoted/?ftag=TRE-03-10aaa6b&bhid=%7B%24external_id%7D&mid=%7B%24MESSAGE_ID%7D&cid=%7B%24contact_id%7D,Management,project management,2022-11-10T17:05:41.054Z,https://www.zdnet.com/a/img/resize/8d22a882aadbeb6487ab92fe41bb6e106b1569d0/2022/02/02/4ad693fa-144a-4448-b4c0-6ee30935a579/tech-it-workers-collaborate-happy-coding-teamwork-productivity.jpg?auto=webp&fit=crop&height=675&width=1200,
Mental Models: Learn How to Think Better and Gain a Mental Edge,Innovation,https://jamesclear.com/mental-models,Management,Business Tools and techniques,2022-10-19T15:06:07.214Z,https://jamesclear.com/wp-content/uploads/2020/11/jc-twitter.png,
Project Management Institute | PMI,PMI,https://www.pmi.org/,Management,"PM, PMI",2022-08-26T17:29:50.557Z,,
Best Project Management Software for 2022 | TechnologyAdvice,Project management,https://technologyadvice.com/project-management/,Management,project management,2022-07-30T07:01:44.027Z,https://cdn.technologyadvice.com/wp-content/uploads/2021/10/project-management.jpg,
Knowledge Bank | SpringPeople,Knowledge,https://www.springpeople.com/blog/category/lnd/,Management,Business Tools and techniques,2022-07-04T17:44:41.749Z,,
The Better India | The Better India News | The Better India App,Magazine,https://www.thebetterindia.com/,Management,"Business News, News",2022-02-28T20:10:26.626Z,https://en-media.thebetterindia.com/uploads/2019/09/twitter-profile.jpg,
"Budget 2022 India Live Updates: FM Nirmala Sitharaman Speech Today Live from Parliament, Income Tax Slabs Rate for 2022-23 Live News, Railway Budget 2022 Live, Sensex, Nifty, Share Market Reactions Live, Union Budget Highlights,","Budget 2022 India Live, FM Nirmala Sitharaman Speech Live Updates: The Economic Survey 2021-22, tabled in the Parliament, projected the economy to grow at 8.0-8.5 per cent in 2022-23","https://indianexpress.com/article/business/union-budget-2022-live-updates-nirmala-sitharaman-modi-govt-7748785/#origin=https://www.google.com&prerenderSize=1&visibilityState=visible&paddingTop=32&p2r=0&csi=1&aoh=16436878420713&viewerUrl=https://www.google.com/amp/s/indianexpress.com/article/business/union-budget-2022-live-updates-nirmala-sitharaman-modi-govt-7748785/lite/&history=1&storage=1&cid=1&cap=navigateTo,cid,fullReplaceHistory,fragment,replaceUrl,iframeScroll?amp_js_v=0.1&usqp=mq331AQKKAFQArABIIACAw==&dc_data=1538980_vivo-notification-india-english&utm_source=inventory.taboola.com&utm_medium=BasicInventory&utm_campaign=ee290788-6a69-461c-92aa-be17f304b7e5",Management,"News, Budget",2022-02-01T05:37:55.569Z,https://images.indianexpress.com/2022/02/Sitharaman.jpeg,
"Business News | Stock and Share Market News | Finance News | Sensex Nifty, NSE, BSE Live IPO News","Read the latest business, financial news on Moneycontrol. Manage your finance with our online Investment Portfolio. Get Live Stock Price, Stock/Share market news, Sensex, Nifty Live, Commodity Market, IPO news, economy news, personal finance news Today.",https://www.moneycontrol.com/,Management,Business News,2022-01-27T04:14:42.676Z,https://images.moneycontrol.com/images/common/mc_logo_200x200.png,
MIT - Massachusetts Institute of Technology,"The mission of MIT is to advance knowledge and educate students in science, technology and other areas of scholarship that will best serve the nation and the world in the 21st century.",https://web.mit.edu/,Management,Business Tools and techniques,2022-01-20T12:10:58.034Z,,
Kotler & Keller's Five Product Levels,"ENTROphi is an innovative, 21st century, Swedish management consulting firm, and an ICG Affliate, that applies systems thinking to solve complex business issues",http://www.entrophi.com/index.php/entrophi-way/frameworks/tools-glossary/353-kotler-keller-s-five-product-levels,Management,Business Tools and techniques,2022-01-17T17:39:00.926Z,http://entrophi.com/images/joomlart/stories/UnscriptedLogo.jpg,
VRIO Analysis: The Four-Question Framework in Competitive Advantage,Leanr how to gain a sustained competitive advantage over your competitors with this four-question framework VRIO Analysis,https://www.thepowermba.com/en/blog/vrio-analysis,Management,VRIO,2022-01-17T17:30:53.255Z,https://www.thepowermba.com/en/wp-content/uploads/2021/08/Mesa-de-trabajo-40_1.png,
"Free Business Resources - Guides, Tools and Resources","Learn business knowledge - Guides, Software, Tutorial, Skills and Tips, Case Studies, and etc. Completely free of charge!",https://online.visual-paradigm.com/knowledge/business/,Management,Business Tools and techniques,2022-01-17T17:24:33.462Z,,
TheNEXUS | A Community Project,Maven books,https://books.sonatype.com/mvnex-book/reference/simple-project-sect-simple-core.html,Maven,Build process,2022-07-20T11:19:10.022Z,http://wordpress.com/i/blank.jpg,
TheNEXUS | A Community Project,Maven,https://books.sonatype.com/mvnex-book/reference/index.html,Maven,"Automation, Build process",2022-07-20T11:07:52.983Z,http://wordpress.com/i/blank.jpg,
Public Maven Repositories: Maven Central and More - CloudRepo,Maven,https://www.cloudrepo.io/articles/public-maven-repositories-maven-central-and-more.html#accessing-maven-central,Maven,Build process,2022-07-20T10:51:04.457Z,,
How CIOs Can Prepare the Enterprise for the Metaverse,Metaverse,https://www.informationweek.com/strategic-cio/how-cios-can-prepare-the-enterprise-for-the-metaverse,Metaverse,metaverse,2022-10-17T16:28:43.318Z,https://eu-images.contentstack.com/v3/assets/blt66983808af36a8ef/blt9e4f1cb6df437a32/61c3488a6acea72b12eeec75/metaverse-ifeelstock-alamy.jpg,
Including Front-End Web Components Into Microservices | Technology Conversations,Microservices,https://technologyconversations.com/2015/08/09/including-front-end-web-components-into-microservices/,Microservices,"Blog, Devops, Microservices",2022-11-04T06:34:31.580Z,https://technologyconversations.files.wordpress.com/2015/07/ms1.png,
Microservice Scalability Challenges and Solutions | Developer.com,Microservices,"https://www.developer.com/design/microservices-scalability-challenges/#:~:text=The%20scalability%20of%20a%20microservice%20is%20determined%20using%20the%20quantitative,and%20the%20latency%20of%20transactions.",Microservices,"API, Microservices",2022-10-07T07:33:02.394Z,https://www.developer.com/wp-content/uploads/2021/11/Microservices-Antipatterns-Tutorial-scaled.jpeg,
Istio / The Istio service mesh,Service Mesh,https://istio.io/latest/about/service-mesh/,Microservices,Microservices,2022-09-01T12:57:14.904Z,https://raw.githubusercontent.com/istio/istio.io/master/static/img/istio-whitelogo-bluebackground-framed.svg,
Difficulties of Monolithic Architecture and Microservices | Developer.com,Developer,https://www.developer.com/design/monolithic-architecture-microservices/#,Microservices,Microservices,2022-08-26T09:33:37.917Z,,
Microservice Architecture pattern,Microservices,https://microservices.io/patterns/microservices.html,Microservices,"Microservices, Java",2022-08-25T07:47:50.788Z,https://microservices.io/i/Microservice_Architecture.png,
Guides - Keycloak,Authentication,https://www.keycloak.org/guides,Microservices,Authentication,2022-07-16T16:19:17.555Z,,
Introduction,Resilence4j,https://resilience4j.readme.io/docs,Microservices,microservices,2022-07-16T13:45:30.276Z,,
The Future of Spring Cloud's Hystrix Project,Deprecated,https://www.infoq.com/articles/spring-cloud-hystrix/,Microservices,microservices,2022-07-16T13:43:46.433Z,https://res.infoq.com/articles/spring-cloud-hystrix/en/headerimage/The-Future-of-Spring-Clouds-Hystrix-Project-h-1575879969000.jpg,
Building microservices with Node.js - LogRocket Blog,Microservices,https://blog.logrocket.com/building-microservices-node-js/,Microservices,microservices,2022-07-15T10:51:14.644Z,https://blog.logrocket.com/wp-content/uploads/2022/01/node-micro-service.png,
Vert.x Core | Eclipse Vert.x,Microservices,https://vertx.io/docs/vertx-core/java/,Microservices,"microservices, web services",2022-07-15T10:06:12.247Z,,
Spring Boot,Microservices,https://spring.io/projects/spring-boot,Microservices,"microservices, web services",2022-07-15T09:59:53.352Z,,
Home — Dropwizard,Microservices,https://www.dropwizard.io/en/latest/index.html,Microservices,"microservices, web services",2022-07-15T09:36:43.589Z,,
WildFly Swarm Documentation,Microservices,"https://docs.thorntail.io/2018.3.3/#:~:text=WildFly%20Swarm%20is%20a%20framework,each%20component%20of%20your%20system.",Microservices,"microservices, web services",2022-07-15T09:49:51.958Z,,
Playlists | Codemotion Talks,Codemotion,https://talks.codemotion.com/series/list,Microservices,Devops,2022-07-14T16:58:44.315Z,https://i.ibb.co/qFFTdd4/CE-series-header-1920x500.jpg,
Top 5 Microservice Frameworks for Java Developers in 2022 - Best of Lot,"A blog about Java, Programming, Algorithms, Data Structure, SQL, Linux, Database, Interview questions, and my personal experience.",https://javarevisited.blogspot.com/2021/07/top-java-frameworks-for-Microservice-development.html?m=1&s=09,Microservices,Microservices,2022-02-22T16:19:35.125Z,https://1.bp.blogspot.com/-s0DgY3SKmac/YMbZezvmxSI/AAAAAAAAoPA/Z1GNpvIX1hoWHnFM1hTsU8SnxqUxBbdYgCLcBGAsYHQ/w1200-h630-p-k-no-nu/best%2BJava%2BMicroservice%2BFrameworks.png,
Backends for Frontends pattern - Cloud Design Patterns | Microsoft Docs,"Explore the Backends for Frontends pattern, which creates separate backend services to be consumed by specific frontend applications or interfaces.",https://docs.microsoft.com/en-us/azure/architecture/patterns/backends-for-frontends,Microsoft Docs,Documentation,2022-02-04T14:19:58.204Z,https://docs.microsoft.com/en-us/media/logos/logo-ms-social.png,
Mobile terms glossary - GSMArena.com,Glossary,https://m.gsmarena.com/glossary.php3,Mobile,Mobile,2023-03-09T15:46:18.449Z,,
"GSMArena.com - mobile phone reviews, news, specs",GSM,https://www.gsmarena.com/,Mobile,Mobile,2023-03-09T15:46:46.890Z,,
National Payments Corporation of India (NPCI) - Enabling digital payments in India,UPI,https://www.npci.org.in/,Mobile,"UPI, NPCI",2023-03-08T17:40:10.892Z,,
